"Park_code","Site_code","Site_status","Stratum_code","Stratum_label","Panel_type","Panel_name","GRTS_order","Slope_class","Substratum","Evaluation_code","Evaluation_notes","UTME_public","UTMN_public","Public_offset","UTME_best","UTMN_best","Datum","Zone","Elevation_m","Slope_deg","Aspect_deg","Target_UTME","Target_UTMN","Target_datum","Site_established_date","Site_discontinued_date","Site_notes"
"NOCA","1002","Active","1","High","Alternating","2",2,,,,,637570,5400376,"Actual",637569.788,5400376.239,"NAD83",10,1453.00,33.00,100.00,637520,5400375,"NAD83","","",
"NOCA","1003","Active","2","Medium","Alternating","2",3,,,,,643112,5423772,"Actual",643112,5423772,"NAD83",10,853.00,21.57,83.09,643230,5423773,"NAD83","","",
"NOCA","1004","Active","2","Medium","Alternating","2",4,,,,,666842,5357585,"Actual",666841.586,5357585.454,"NAD83",10,683.00,25.00,171.00,666532,5357725,"NAD83","","",
"NOCA","1005","Active","3","Low","Alternating","2",5,,,,,627303,5392206,"Actual",627303.027,5392205.948,"NAD83",10,146.00,3.00,311.00,627326,5392216,"NAD83","","",
"NOCA","1006","Active","3","Low","Alternating","2",6,,,,,641342,5404797,"Actual",641341.759,5404796.998,"NAD83",10,506.00,6.00,227.00,641353,5404801,"NAD83","","",
"NOCA","1007","Active","1","High","Alternating","2",7,,,,,658332,5381719,"Actual",658331.632,5381719.288,"NAD83",10,1618.00,21.00,200.00,658399,5381721,"NAD83","","",
"NOCA","1008","Active","1","High","Alternating","2",8,,,,,661978,5363392,"Actual",661978.062,5363391.755,"NAD83",10,1730.00,31.00,204.00,662650,5364055,"NAD83","","",
"NOCA","1009","Active","2","Medium","Alternating","2",9,,,,,623951,5416031,"Actual",623951,5416031,"NAD83",10,823.00,5.00,135.00,623942,5415989,"NAD83","","",
"NOCA","1010","Active","3","Low","Alternating","2",10,,,,,644805,5405169,"Actual",644804.71,5405169.278,"NAD83",10,540.00,24.00,252.00,644852,5405174,"NAD83","","",
"NOCA","1011","Active","2","Medium","Alternating","2",11,,,,,648235,5368558,"Actual",648234.974,5368558.179,"NAD83",10,851.00,10.00,191.00,646443,5369786,"NAD83","","",
"NOCA","1012","Active","1","High","Alternating","2",12,,,,,670725,5372068,"Actual",670724.574,5372067.787,"NAD83",10,1821.00,24.00,214.00,670725,5371977,"NAD83","","",
"NOCA","1013","Active","3","Low","Annual","1",13,,,,,643235,5387231,"Actual",643235.074,5387230.972,"NAD83",10,542.00,8.00,275.00,643259,5387208,"NAD83","","",
"NOCA","1014","Active","1","High","Annual","1",14,,,,,615188,5422219,"Actual",615188,5422219,"NAD83",10,1668.00,40.00,67.00,615199,5422223,"NAD83","","",
"NOCA","1015","Active","2","Medium","Annual","1",15,,,,,655950,5366267,"Actual",655950,5366267,"NAD83",10,654.00,7.00,161.00,655950,5366265,"NAD83","","",
"NOCA","1016","Active","1","High","Annual","1",16,,,,,680973,5353420,"Actual",680973,5353420,"NAD83",10,2070.00,18.00,242.00,680949,5353394,"NAD83","","",
"NOCA","1017","Active","3","Low","Annual","1",17,,,,,620810,5385914,"Actual",620810,5385914,"NAD83",10,133.00,21.00,121.00,620810,5385911,"NAD83","","",
"NOCA","1018","Active","2","Medium","Annual","1",18,,,,,631281,5411617,"Actual",631281,5411617,"NAD83",10,767.00,9.00,206.00,631247,5411671,"NAD83","","",
"NOCA","1019","Active","1","High","Annual","1",19,,,,,645753,5418439,"Actual",645753,5418439,"NAD83",10,1583.00,16.00,144.00,645407,5419158,"NAD83","","",
"NOCA","1020","Active","3","Low","Annual","1",20,,,,,669104,5357136,"Actual",669103.528,5357135.681,"NAD83",10,364.00,1.00,98.00,669309,5357107,"NAD83","","",
"NOCA","1021","Active","1","High","Annual","1",21,,,,,608635,5416220,"Actual",608635,5416220,"NAD83",10,1332.00,36.00,143.00,608621,5416246,"NAD83","","",
"NOCA","1022","Active","2","Medium","Annual","1",22,,,,,644313,5402182,"Actual",644313,5402182,"NAD83",10,666.00,22.00,98.00,644303,5402152,"NAD83","","",
"NOCA","1023","Active","3","Low","Annual","1",23,,,,,637485,5372175,"Actual",637485,5372175,"NAD83",10,621.00,13.00,338.00,637471,5372109,"NAD83","","",
"NOCA","1024","Active","2","Medium","Annual","1",24,,,,,664795,5370341,"Actual",664795,5370341,"NAD83",10,990.00,22.00,167.00,664795,5370341,"NAD83","","",
"NOCA","1025","Active","2","Medium","Alternating","3",25,,,,,628062,5417414,"Actual",628061.535,5417413.636,"NAD83",10,720.00,9.00,134.00,627868,5417278,"NAD83","","",
"NOCA","1026","Active","2","Medium","Alternating","3",26,,,,,645833,5410648,"Actual",645833.251,5410647.747,"NAD83",10,752.00,24.00,291.00,645851,5410641,"NAD83","","",
"NOCA","1027","Active","3","Low","Alternating","3",27,,,,,659251,5362943,"Actual",659251.395,5362943.344,"NAD83",10,631.00,12.00,206.00,659250,5362945,"NAD83","","",
"NOCA","1028","Active","3","Low","Alternating","3",28,,,,,672091,5354041,"Actual",672090.778,5354041.467,"NAD83",10,345.00,4.00,37.00,672091,5354053,"NAD83","","",
"NOCA","1029","Active","3","Low","Alternating","3",29,,,,,639721,5394935,"Actual",639720.866,5394935.336,"NAD83",10,373.00,5.00,117.00,639715,5394928,"NAD83","","",
"NOCA","1030","Proposed","2","Medium","Alternating","3",30,,,,,617088,5423571,"Actual",,,,10,,,,617088,5423571,"NAD83","","",
"NOCA","1031","Active","2","Medium","Alternating","3",31,,,,,656726,5367867,"Actual",656726.442,5367866.725,"NAD83",10,1224.00,30.00,106.00,656831,5367782,"NAD83","","",
"NOCA","1032","Active","1","High","Alternating","3",32,,,,,678923,5358096,"Actual",678922.953,5358095.832,"NAD83",10,1879.00,14.00,49.00,678916,5358027,"NAD83","","",
"NOCA","1033","Active","2","Medium","Alternating","4",33,,,,,623225,5390122,"Actual",623224.994,5390121.52,"NAD83",10,752.00,8.00,162.00,623217,5390128,"NAD83","","",
"NOCA","1034","Active","3","Low","Alternating","3",34,,,,,637766,5407257,"Actual",637765.815,5407256.985,"NAD83",10,508.00,7.00,197.00,637766,5407367,"NAD83","","",
"NOCA","1035","Active","2","Medium","Alternating","4",35,,,,,645895,5423234,"Actual",645894.648,5423233.902,"NAD83",10,878.00,15.00,167.00,645889,5423240,"NAD83","","",
"NOCA","1036","Active","3","Low","Alternating","4",36,,,,,668760,5358358,"Actual",668759.718,5358357.765,"NAD83",10,375.00,8.00,248.00,668762,5358354,"NAD83","","",
"NOCA","1037","Active","1","High","Alternating","3",37,,,,,611013,5416857,"Actual",611012.777,5416857.361,"NAD83",10,1720.00,10.00,176.00,611010,5416864,"NAD83","","",
"NOCA","1038","Active","2","Medium","Alternating","4",38,,,,,645989,5399730,"Actual",645989.207,5399730.421,"NAD83",10,700.00,11.00,244.00,646009,5399718,"NAD83","","",
"NOCA","1039","Active","1","High","Alternating","3",39,,,,,643552,5370088,"Actual",643552.381,5370088.323,"NAD83",10,1631.00,23.00,140.00,643553,5370090,"NAD83","","",
"NOCA","1040","Active","1","High","Alternating","3",40,,,,,671352,5363655,"Actual",671351.807,5363655.363,"NAD83",10,1417.00,21.20,262.96,671313,5363652,"NAD83","","",
"NOCA","1041","Active","2","Medium","Alternating","4",41,,,,,637853,5395218,"Actual",637852.613,5395217.871,"NAD83",10,749.00,25.00,31.00,637890,5395282,"NAD83","","",
"NOCA","1042","Active","2","Medium","Alternating","5",42,,,,,647359,5416399,"Actual",647358.749,5416399.38,"NAD83",10,703.00,41.00,162.00,647332,5416368,"NAD83","","",
"NOCA","1043","Active","2","Medium","Alternating","5",43,,,,,650099,5368343,"Actual",650099.441,5368342.7,"NAD83",10,803.00,12.00,173.00,650118,5368333,"NAD83","","",
"NOCA","1044","Active","2","Medium","Alternating","5",44,,,,,675020,5358490,"Actual",675020.233,5358490.403,"NAD83",10,1106.00,29.00,153.00,674978,5358526,"NAD83","","",
"NOCA","1045","Active","2","Medium","Alternating","5",45,,,,,645514,5392155,"Actual",645514.151,5392155.487,"NAD83",10,959.00,17.00,127.00,645512,5392238,"NAD83","","",
"NOCA","1046","Proposed","3","Low","Alternating","4",46,,,,,617523,5427110,"Actual",,,,10,,,,617523,5427110,"NAD83","","",
"NOCA","1047","Active","2","Medium","Alternating","6",47,,,,,659172,5369189,"Actual",659171.6,5369189.457,"NAD83",10,802.00,8.00,27.00,659141,5369227,"NAD83","","",
"NOCA","1048","Active","1","High","Alternating","4",48,,,,,672715,5365698,"Actual",672714.834,5365697.651,"NAD83",10,1815.00,21.00,116.00,672721,5365690,"NAD83","","",
"NOCA","1049","Active","1","High","Alternating","4",49,,,,,623579,5392824,"Actual",623578.756,5392823.668,"NAD83",10,1368.00,36.00,197.00,623617,5392845,"NAD83","","",
"NOCA","1050","Active","1","High","Alternating","4",50,,,,,640260,5400834,"Actual",640260.229,5400833.681,"NAD83",10,1527.00,19.00,33.00,640263,5400833,"NAD83","","",
"NOCA","1051","Active","2","Medium","Alternating","6",51,,,,,652792,5381557,"Actual",652791.658,5381556.779,"NAD83",10,1143.00,13.00,184.00,652796,5381459,"NAD83","","",
"NOCA","1052","Active","1","High","Alternating","4",52,,,,,669074,5361705,"Actual",669074.273,5361704.712,"NAD83",10,1466.00,9.00,156.00,669070,5361733,"NAD83","","",
"NOCA","1053","Active","2","Medium","Alternating","6",53,,,,,618242,5414624,"Actual",618242.025,5414623.975,"NAD83",10,1274.00,25.00,205.00,618251,5414612,"NAD83","","",
"NOCA","1054","Active","3","Low","Alternating","4",54,,,,,649739,5396824,"Actual",649739.298,5396823.851,"NAD83",10,523.00,23.00,174.00,649737,5396819,"NAD83","","",
"NOCA","1055","Active","1","High","Alternating","5",55,,,,,644205,5370525,"Actual",644204.566,5370524.769,"NAD83",10,1724.00,31.00,88.00,644200,5370526,"NAD83","","",
"NOCA","1056","Active","2","Medium","Alternating","6",56,,,,,669509,5370647,"Actual",669509.491,5370647.246,"NAD83",10,1244.00,20.00,219.00,669501,5370676,"NAD83","","",
"NOCA","1057","Active","2","Medium","Alternating","3",57,,,,,646239,5381016,"Actual",646238.592,5381015.905,"NAD83",10,715.00,28.00,257.00,646121,5381054,"NAD83","","",
"NOCA","1058","Active","1","High","Alternating","5",58,,,,,613677,5419770,"Actual",613677,5419770,"NAD83",10,1607.80,23.77,113.58,613675,5419773,"NAD83","","",
"NOCA","1059","Proposed","2","Medium","Oversample",,59,,,,,651696,5370922,"Actual",,,,10,,,,651696,5370922,"NAD83","","",
"NOCA","1060","Active","1","High","Alternating","5",60,,,,,678022,5354828,"Actual",678021.976,5354828.494,"NAD83",10,2186.00,40.00,78.00,678025,5354818,"NAD83","","",
"NOCA","1061","Active","3","Low","Alternating","4",61,,,,,634989,5399478,"Actual",634988.566,5399477.944,"NAD83",10,426.00,14.00,219.00,634983,5399456,"NAD83","","",
"NOCA","1062","Active","3","Low","Alternating","5",62,,,,,638746,5419980,"Actual",638745.699,5419980.186,"NAD83",10,611.00,20.00,188.00,638745,5420016,"NAD83","","",
"NOCA","1063","Active","3","Low","Alternating","5",63,,,,,661702,5360977,"Actual",661701.807,5360977.097,"NAD83",10,462.00,21.00,187.00,661684,5361017,"NAD83","","",
"NOCA","1064","Active","1","High","Alternating","5",64,,,,,672639,5366787,"Actual",672639.217,5366787.397,"NAD83",10,1875.00,26.00,266.00,672694,5366793,"NAD83","","",
"NOCA","1065","Active","3","Low","Alternating","5",65,,,,,622118,5387341,"Actual",622118,5387341,"NAD83",10,163.00,16.00,150.00,622118,5387341,"NAD83","","",
"NOCA","1066","Proposed","2","Medium","Oversample",,66,,,,,628372,5414255,"Actual",,,,10,,,,628372,5414255,"NAD83","","",
"NOCA","1067","Active","3","Low","Alternating","5",67,,,,,648037,5418904,"Actual",648037.129,5418904.461,"NAD83",10,607.00,5.00,247.00,648033,5418894,"NAD83","","",
"NOCA","1068","Active","3","Low","Alternating","6",68,,,"TS",,669974,5357596,"Actual",669974.295,5357595.692,"NAD83",10,640.00,8.00,236.00,670009,5357621,"NAD83","","","Added to alternating panel #6 on 4/28/2011 to replace NOCA.1073."
"NOCA","1069","Proposed","1","High","Oversample",,69,,,,,609097,5416747,"Actual",,,,10,,,,609097,5416747,"NAD83","","",
"NOCA","1070","Active","3","Low","Alternating","6",70,,,,,641710,5404537,"Actual",641710.012,5404537.224,"NAD83",10,497.00,0.00,0.00,641730,5404508,"NAD83","","",
"NOCA","1071","Proposed","2","Medium","Oversample",,71,,,,,640038,5372690,"Actual",,,,10,,,,640038,5372690,"NAD83","","",
"NOCA","1072","Active","1","High","Alternating","6",72,,,,,667670,5363524,"Actual",667670,5363524,"NAD83",10,1782.80,30.18,196.09,667198,5364150,"NAD83","","",
"NOCA","1073","Rejected","3","Low","Alternating","6",73,,,"TP","Access trail (Newhalem Creek) is being decommissioned (MH 4/28/2011)",630680,5389200,"Actual",,,,10,,,,630680,5389200,"NAD83","","",
"NOCA","1074","Active","3","Low","Alternating","6",74,,,,,645655,5413803,"Actual",645655.339,5413802.957,"NAD83",10,497.00,4.00,222.00,645748,5413811,"NAD83","","",
"NOCA","1075","Active","3","Low","Alternating","6",75,,,,,660034,5360837,"Actual",660034.19,5360836.728,"NAD83",10,476.00,31.00,117.00,660026,5360838,"NAD83","","",
"NOCA","1076","Proposed","2","Medium","Oversample",,76,,,,,672064,5357008,"Actual",,,,10,,,,672064,5357008,"NAD83","","",
"NOCA","1077","Proposed","3","Low","Oversample",,77,,,,,642666,5391187,"Actual",,,,10,,,,642666,5391187,"NAD83","","",
"NOCA","1078","Proposed","3","Low","Oversample",,78,,,,,616942,5427466,"Actual",,,,10,,,,616942,5427466,"NAD83","","",
"NOCA","1079","Proposed","2","Medium","Oversample",,79,,,,,658348,5364562,"Actual",,,,10,,,,658348,5364562,"NAD83","","",
"NOCA","1080","Proposed","1","High","Oversample",,80,,,,,679178,5358448,"Actual",,,,10,,,,679178,5358448,"NAD83","","",
"NOCA","1081","Proposed","3","Low","Oversample",,81,,,,,624445,5389172,"Actual",,,,10,,,,624445,5389172,"NAD83","","",
"NOCA","1082","Proposed","3","Low","Oversample",,82,,,,,639090,5398052,"Actual",,,,10,,,,639090,5398052,"NAD83","","",
"NOCA","1083","Proposed","2","Medium","Oversample",,83,,,,,648019,5423371,"Actual",,,,10,,,,648019,5423371,"NAD83","","",
"NOCA","1084","Proposed","1","High","Oversample",,84,,,,,667654,5362824,"Actual",,,,10,,,,667654,5362824,"NAD83","","",
"NOCA","1085","Proposed","1","High","Oversample",,85,,,,,611312,5417181,"Actual",,,,10,,,,611312,5417181,"NAD83","","",
"NOCA","1086","Proposed","2","Medium","Oversample",,86,,,,,646271,5401200,"Actual",,,,10,,,,646271,5401200,"NAD83","","",
"NOCA","1087","Proposed","1","High","Oversample",,87,,,,,644194,5369723,"Actual",,,,10,,,,644194,5369723,"NAD83","","",
"NOCA","1088","Active","1","High","Alternating","6",88,,,,,671228,5367589,"Actual",671227.82,5367589.213,"NAD83",10,1469.00,17.00,251.00,671394,5367612,"NAD83","","",
"NOCA","1089","Proposed","2","Medium","Oversample",,89,,,,,648269,5376941,"Actual",,,,10,,,,648269,5376941,"NAD83","","",
"NOCA","1090","Active","1","High","Alternating","6",90,,,,,612399,5417811,"Actual",612398,5417811,"NAD83",10,1730.20,22.95,241.24,612399,5417811,"NAD83","","",
"NOCA","1091","Proposed","2","Medium","Oversample",,91,,,,,652972,5365898,"Actual",,,,10,,,,652972,5365898,"NAD83","","",
"NOCA","1092","Active","1","High","Alternating","6",92,,,,,677073,5353577,"Actual",677073.159,5353577.287,"NAD83",10,1590.00,36.00,203.00,677046,5353499,"NAD83","","",
"NOCA","1093","Proposed","2","Medium","Oversample",,93,,,,,647564,5394393,"Actual",,,,10,,,,647564,5394393,"NAD83","","",
"NOCA","1094","Proposed","2","Medium","Oversample",,94,,,,,630885,5418865,"Actual",,,,10,,,,630885,5418865,"NAD83","","",
"NOCA","1095","Proposed","2","Medium","Oversample",,95,,,,,659826,5370397,"Actual",,,,10,,,,659826,5370397,"NAD83","","",
"NOCA","1096","Proposed","1","High","Oversample",,96,,,,,673764,5365146,"Actual",,,,10,,,,673764,5365146,"NAD83","","",
"NOCA","1097","Proposed","1","High","Oversample",,97,,,,,623359,5393313,"Actual",,,,10,,,,623359,5393313,"NAD83","","",
"NOCA","1098","Proposed","2","Medium","Oversample",,98,,,,,641667,5400870,"Actual",,,,10,,,,641667,5400870,"NAD83","","",
"NOCA","1099","Proposed","2","Medium","Oversample",,99,,,,,655585,5374249,"Actual",,,,10,,,,655585,5374249,"NAD83","","",
"NOCA","1100","Proposed","1","High","Oversample",,100,,,,,670253,5361211,"Actual",,,,10,,,,670253,5361211,"NAD83","","",
"NOCA","1101","Proposed","1","High","Oversample",,101,,,,,619440,5414772,"Actual",,,,10,,,,619440,5414772,"NAD83","","",
"NOCA","1102","Proposed","1","High","Oversample",,102,,,,,647583,5400160,"Actual",,,,10,,,,647583,5400160,"NAD83","","",
"NOCA","1103","Proposed","2","Medium","Oversample",,103,,,,,647805,5368661,"Actual",,,,10,,,,647805,5368661,"NAD83","","",
"NOCA","1104","Proposed","1","High","Oversample",,104,,,,,670507,5370446,"Actual",,,,10,,,,670507,5370446,"NAD83","","",
"NOCA","1105","Proposed","2","Medium","Oversample",,105,,,,,645153,5384472,"Actual",,,,10,,,,645153,5384472,"NAD83","","",
"NOCA","1106","Proposed","1","High","Oversample",,106,,,,,614106,5420713,"Actual",,,,10,,,,614106,5420713,"NAD83","","",
"NOCA","1107","Proposed","1","High","Oversample",,107,,,,,651024,5372494,"Actual",,,,10,,,,651024,5372494,"NAD83","","",
"NOCA","1108","Proposed","1","High","Oversample",,108,,,,,678835,5354783,"Actual",,,,10,,,,678835,5354783,"NAD83","","",
"NOCA","1109","Proposed","3","Low","Oversample",,109,,,,,637212,5396049,"Actual",,,,10,,,,637212,5396049,"NAD83","","",
"NOCA","1110","Proposed","3","Low","Oversample",,110,,,,,640373,5420043,"Actual",,,,10,,,,640373,5420043,"NAD83","","",
"NOCA","1111","Proposed","1","High","Oversample",,111,,,,,661535,5363220,"Actual",,,,10,,,,661535,5363220,"NAD83","","",
"NOCA","1112","Proposed","1","High","Oversample",,112,,,,,671767,5370852,"Actual",,,,10,,,,671767,5370852,"NAD83","","",
"NOCA","1113","Proposed","1","High","Oversample",,113,,,,,625758,5379592,"Actual",,,,10,,,,625758,5379592,"NAD83","","",
"NOCA","1114","Proposed","1","High","Oversample",,114,,,,,638323,5400645,"Actual",,,,10,,,,638323,5400645,"NAD83","","",
"NOCA","1115","Proposed","2","Medium","Oversample",,115,,,,,642438,5426596,"Actual",,,,10,,,,642438,5426596,"NAD83","","",
"NOCA","1116","Proposed","3","Low","Oversample",,116,,,,,668338,5357882,"Actual",,,,10,,,,668338,5357882,"NAD83","","",
"NOCA","1117","Proposed","3","Low","Oversample",,117,,,,,627651,5392429,"Actual",,,,10,,,,627651,5392429,"NAD83","","",
"NOCA","1118","Proposed","2","Medium","Oversample",,118,,,,,642814,5401726,"Actual",,,,10,,,,642814,5401726,"NAD83","","",
"NOCA","1119","Proposed","1","High","Oversample",,119,,,,,658952,5382132,"Actual",,,,10,,,,658952,5382132,"NAD83","","",
"NOCA","1120","Proposed","2","Medium","Oversample",,120,,,,,665660,5368532,"Actual",,,,10,,,,665660,5368532,"NAD83","","",
"NOCA","1121","Proposed","2","Medium","Oversample",,121,,,,,626661,5416965,"Actual",,,,10,,,,626661,5416965,"NAD83","","",
"NOCA","1122","Active","3","Low","Alternating","4",122,,,,,643923,5406917,"Actual",643923.089,5406916.695,"NAD83",10,520.00,11.00,237.00,643943,5406913,"NAD83","","",
"NOCA","1123","Proposed","3","Low","Oversample",,123,,,,,659052,5359497,"Actual",,,,10,,,,659052,5359497,"NAD83","","",
"NOCA","1124","Proposed","1","High","Oversample",,124,,,,,671436,5372578,"Actual",,,,10,,,,671436,5372578,"NAD83","","",
"NOCA","1125","Proposed","3","Low","Oversample",,125,,,,,643563,5389077,"Actual",,,,10,,,,643563,5389077,"NAD83","","",
"NOCA","1126","Proposed","1","High","Oversample",,126,,,,,615399,5422753,"Actual",,,,10,,,,615399,5422753,"NAD83","","",
"NOCA","1127","Proposed","1","High","Oversample",,127,,,,,656444,5368044,"Actual",,,,10,,,,656444,5368044,"NAD83","","",
"NOCA","1128","Proposed","1","High","Oversample",,128,,,,,681410,5353225,"Actual",,,,10,,,,681410,5353225,"NAD83","","",
"NOCA","1129","Proposed","2","Medium","Oversample",,129,,,,,622671,5389645,"Actual",,,,10,,,,622671,5389645,"NAD83","","",
"NOCA","1130","Proposed","2","Medium","Oversample",,130,,,,,628245,5415134,"Actual",,,,10,,,,628245,5415134,"NAD83","","",
"NOCA","1131","Proposed","2","Medium","Oversample",,131,,,,,647566,5420583,"Actual",,,,10,,,,647566,5420583,"NAD83","","",
"NOCA","1132","Proposed","2","Medium","Oversample",,132,,,,,670462,5357596,"Actual",,,,10,,,,670462,5357596,"NAD83","","",
"NOCA","1133","Proposed","1","High","Oversample",,133,,,,,609253,5417060,"Actual",,,,10,,,,609253,5417060,"NAD83","","",
"NOCA","1134","Proposed","2","Medium","Oversample",,134,,,,,646066,5398274,"Actual",,,,10,,,,646066,5398274,"NAD83","","",
"NOCA","1135","Proposed","2","Medium","Oversample",,135,,,,,642257,5370976,"Actual",,,,10,,,,642257,5370976,"NAD83","","",
"NOCA","1136","Proposed","1","High","Oversample",,136,,,,,666444,5366038,"Actual",,,,10,,,,666444,5366038,"NAD83","","",
"NOCA","1137","Proposed","3","Low","Oversample",,137,,,,,631161,5387587,"Actual",,,,10,,,,631161,5387587,"NAD83","","",
"NOCA","1138","Proposed","3","Low","Oversample",,138,,,,,646109,5412888,"Actual",,,,10,,,,646109,5412888,"NAD83","","",
"NOCA","1139","Proposed","3","Low","Oversample",,139,,,,,660331,5361266,"Actual",,,,10,,,,660331,5361266,"NAD83","","",
"NOCA","1140","Proposed","2","Medium","Oversample",,140,,,,,675147,5353246,"Actual",,,,10,,,,675147,5353246,"NAD83","","",
"NOCA","1141","Proposed","3","Low","Oversample",,141,,,,,642435,5391858,"Actual",,,,10,,,,642435,5391858,"NAD83","","",
"NOCA","1142","Proposed","2","Medium","Oversample",,142,,,,,617634,5422466,"Actual",,,,10,,,,617634,5422466,"NAD83","","",
"NOCA","1143","Proposed","3","Low","Oversample",,143,,,,,658024,5365368,"Actual",,,,10,,,,658024,5365368,"NAD83","","",
"NOCA","1144","Proposed","1","High","Oversample",,144,,,,,678477,5359419,"Actual",,,,10,,,,678477,5359419,"NAD83","","",
"NOCA","1145","Proposed","3","Low","Oversample",,145,,,,,625016,5390007,"Actual",,,,10,,,,625016,5390007,"NAD83","","",
"NOCA","1146","Proposed","3","Low","Oversample",,146,,,,,640829,5397835,"Actual",,,,10,,,,640829,5397835,"NAD83","","",
"NOCA","1147","Proposed","1","High","Oversample",,147,,,,,650463,5374348,"Actual",,,,10,,,,650463,5374348,"NAD83","","",
"NOCA","1148","Proposed","3","Low","Oversample",,148,,,,,668902,5358159,"Actual",,,,10,,,,668902,5358159,"NAD83","","",
"NOCA","1149","Proposed","2","Medium","Oversample",,149,,,,,613061,5416489,"Actual",,,,10,,,,613061,5416489,"NAD83","","",
"NOCA","1150","Proposed","3","Low","Oversample",,150,,,,,647925,5397751,"Actual",,,,10,,,,647925,5397751,"NAD83","","",
"NOCA","1151","Proposed","1","High","Oversample",,151,,,,,643729,5370215,"Actual",,,,10,,,,643729,5370215,"NAD83","","",
"NOCA","1152","Proposed","2","Medium","Oversample",,152,,,,,667043,5370533,"Actual",,,,10,,,,667043,5370533,"NAD83","","",
"NOCA","1153","Proposed","1","High","Oversample",,153,,,,,649633,5374634,"Actual",,,,10,,,,649633,5374634,"NAD83","","",
"NOCA","1154","Proposed","1","High","Oversample",,154,,,,,612858,5418588,"Actual",,,,10,,,,612858,5418588,"NAD83","","",
"NOCA","1155","Proposed","2","Medium","Oversample",,155,,,,,653484,5366562,"Actual",,,,10,,,,653484,5366562,"NAD83","","",
"NOCA","1156","Proposed","1","High","Oversample",,156,,,,,677346,5353875,"Actual",,,,10,,,,677346,5353875,"NAD83","","",
"NOCA","1157","Proposed","3","Low","Oversample",,157,,,,,633358,5401052,"Actual",,,,10,,,,633358,5401052,"NAD83","","",
"NOCA","1158","Proposed","3","Low","Oversample",,158,,,,,633435,5419649,"Actual",,,,10,,,,633435,5419649,"NAD83","","",
"NOCA","1159","Proposed","2","Medium","Oversample",,159,,,,,658044,5373404,"Actual",,,,10,,,,658044,5373404,"NAD83","","",
"NOCA","1160","Proposed","1","High","Oversample",,160,,,,,671593,5367373,"Actual",,,,10,,,,671593,5367373,"NAD83","","",
"NOCA","1161","Proposed","3","Low","Oversample",,161,,,,,626404,5391615,"Actual",,,,10,,,,626404,5391615,"NAD83","","",
"NOCA","1162","Proposed","2","Medium","Oversample",,162,,,,,642047,5401062,"Actual",,,,10,,,,642047,5401062,"NAD83","","",
"NOCA","1163","Proposed","1","High","Oversample",,163,,,,,656597,5381114,"Actual",,,,10,,,,656597,5381114,"NAD83","","",
"NOCA","1164","Proposed","2","Medium","Oversample",,164,,,,,671411,5362236,"Actual",,,,10,,,,671411,5362236,"NAD83","","",
"NOCA","1165","Proposed","2","Medium","Oversample",,165,,,,,620639,5414579,"Actual",,,,10,,,,620639,5414579,"NAD83","","",
"NOCA","1166","Proposed","1","High","Oversample",,166,,,,,648363,5400319,"Actual",,,,10,,,,648363,5400319,"NAD83","","",
"NOCA","1167","Proposed","1","High","Oversample",,167,,,,,644658,5369811,"Actual",,,,10,,,,644658,5369811,"NAD83","","",
"NOCA","1168","Proposed","2","Medium","Oversample",,168,,,,,669318,5372267,"Actual",,,,10,,,,669318,5372267,"NAD83","","",
"NOCA","1169","Proposed","2","Medium","Oversample",,169,,,,,648090,5382233,"Actual",,,,10,,,,648090,5382233,"NAD83","","",
"NOCA","1170","Proposed","2","Medium","Oversample",,170,,,,,615201,5418492,"Actual",,,,10,,,,615201,5418492,"NAD83","","",
"NOCA","1171","Proposed","1","High","Oversample",,171,,,,,650782,5373025,"Actual",,,,10,,,,650782,5373025,"NAD83","","",
"NOCA","1172","Proposed","1","High","Oversample",,172,,,,,679004,5356058,"Actual",,,,10,,,,679004,5356058,"NAD83","","",
"NOCA","1173","Proposed","3","Low","Oversample",,173,,,,,638496,5397873,"Actual",,,,10,,,,638496,5397873,"NAD83","","",
"NOCA","1174","Proposed","2","Medium","Oversample",,174,,,,,643392,5418027,"Actual",,,,10,,,,643392,5418027,"NAD83","","",
"NOCA","1175","Proposed","3","Low","Oversample",,175,,,,,662347,5360794,"Actual",,,,10,,,,662347,5360794,"NAD83","","",
"NOCA","1176","Proposed","1","High","Oversample",,176,,,,,673156,5371106,"Actual",,,,10,,,,673156,5371106,"NAD83","","",
"NOCA","1177","Proposed","1","High","Oversample",,177,,,,,625434,5379859,"Actual",,,,10,,,,625434,5379859,"NAD83","","",
"NOCA","1178","Proposed","3","Low","Oversample",,178,,,,,632824,5408776,"Actual",,,,10,,,,632824,5408776,"NAD83","","",
"NOCA","1179","Proposed","1","High","Oversample",,179,,,,,645538,5418398,"Actual",,,,10,,,,645538,5418398,"NAD83","","",
"NOCA","1180","Proposed","3","Low","Oversample",,180,,,,,671213,5354631,"Actual",,,,10,,,,671213,5354631,"NAD83","","",
"NOCA","1181","Proposed","3","Low","Oversample",,181,,,,,607436,5403793,"Actual",,,,10,,,,607436,5403793,"NAD83","","",
"NOCA","1182","Proposed","3","Low","Oversample",,182,,,,,642554,5403548,"Actual",,,,10,,,,642554,5403548,"NAD83","","",
"NOCA","1183","Proposed","3","Low","Oversample",,183,,,,,650055,5396788,"Actual",,,,10,,,,650055,5396788,"NAD83","","",
