"Park_code","Site_code","Site_status","Stratum_code","Stratum_label","Panel_type","Panel_name","GRTS_order","Slope_class","Substratum","Evaluation_code","Evaluation_notes","UTME_public","UTMN_public","Public_offset","UTME_best","UTMN_best","Datum","Zone","Elevation_m","Slope_deg","Aspect_deg","Target_UTME","Target_UTMN","Target_datum","Site_established_date","Site_discontinued_date","Site_notes"
"OLYM","3138","Active","3","Low","Alternating","2",138,,,,,457494,5269639,"Actual",457493.8,5269638.94,"NAD83",10,235.00,23.00,316.00,457474,5269633,"NAD83","","",
"OLYM","3139","Active","1","High","Alternating","2",139,,,,,460745,5314504,"Actual",460744.56,5314503.98,"NAD83",10,1592.00,24.00,86.00,460739,5314500,"NAD83","","",
"OLYM","3140","Active","1","High","Alternating","2",140,,,,,479864,5298089,"Actual",479864,5298089,"NAD83",10,1404.00,12.00,69.00,479864,5298089,"NAD83","","",
"OLYM","3141","Active","2","Medium","Alternating","2",141,,,,,444014,5309104,"Actual",444013.56,5309103.96,"NAD83",10,964.00,15.00,209.00,443990,5309083,"NAD83","","",
"OLYM","3142","Active","3","Low","Alternating","2",142,,,,,467639,5276600,"Actual",467639,5276600,"NAD83",10,452.00,5.00,185.00,467631,5276567,"NAD83","","",
"OLYM","3143","Active","2","Medium","Alternating","3",143,,,,,474937,5300954,"Actual",474937,5300954,"NAD83",10,1161.00,15.00,102.00,474872,5300943,"NAD83","","",
"OLYM","3144","Active","3","Low","Alternating","2",144,,,,,455934,5319110,"Actual",455934.27,5319109.73,"NAD83",10,106.00,5.00,289.00,455925,5319114,"NAD83","","",
"OLYM","3145","Active","3","Low","Alternating","2",145,,,,,410059,5304073,"Actual",410058.86,5304073.17,"NAD83",10,119.00,3.00,185.00,410163,5304086,"NAD83","","",
"OLYM","3146","Active","3","Low","Alternating","3",146,,,,,437616,5321708,"Actual",437615.581,5321707.999,"NAD83",10,497.00,20.00,320.00,437596,5321734,"NAD83","","",
"OLYM","3147","Active","1","High","Alternating","3",147,,,,,448188,5298345,"Actual",448187.835,5298344.959,"NAD83",10,1254.00,25.00,252.00,448623,5297441,"NAD83","","",
"OLYM","3148","Active","1","High","Alternating","3",148,,,,,473157,5302084,"Actual",473157.415,5302083.871,"NAD83",10,1757.00,9.00,239.00,473153,5302081,"NAD83","","",
"OLYM","3149","Active","3","Low","Alternating","3",149,,,,,424841,5297223,"Actual",424841.106,5297222.708,"NAD83",10,140.00,3.00,194.00,424840,5297216,"NAD83","","",
"OLYM","3150","Active","2","Medium","Alternating","3",150,,,,,462315,5263095,"Actual",462314.855,5263094.998,"NAD83",10,848.00,35.00,54.00,462301,5262978,"NAD83","","",
"OLYM","3151","Active","3","Low","Alternating","3",151,,,,,455933,5313483,"Actual",455933.247,5313483.42,"NAD83",10,246.00,24.00,281.00,455931,5313472,"NAD83","","",
"OLYM","3152","Active","2","Medium","Alternating","3",152,,,,,486596,5275582,"Actual",486596.126,5275582.03,"NAD83",10,763.00,32.00,340.00,486609,5275570,"NAD83","","",
"OLYM","3153","Active","3","Low","Alternating","3",153,,,,,436414,5312478,"Actual",436413.565,5312477.758,"NAD83",10,514.00,5.00,242.00,436413,5312489,"NAD83","","",
"OLYM","3154","Active","2","Medium","Alternating","3",154,,,,,459212,5284988,"Actual",459212.464,5284987.662,"NAD83",10,1265.00,2.00,319.00,459215,5284995,"NAD83","","",
"OLYM","3155","Active","3","Low","Alternating","4",155,,,,,465729,5296246,"Actual",465728.9,5296245.97,"NAD83",10,487.00,0.00,329.00,465704,5296244,"NAD83","","",
"OLYM","3156","Active","1","High","Alternating","3",156,,,,,488239,5291300,"Actual",488239.462,5291300.105,"NAD83",10,1508.00,25.00,103.00,488217,5291308,"NAD83","","",
"OLYM","3157","Active","1","High","Alternating","3",157,,,,,446131,5309731,"Actual",446130.63,5309730.949,"NAD83",10,1559.00,8.00,348.00,446129,5309701,"NAD83","","",
"OLYM","3158","Active","1","High","Alternating","4",158,,,,,472120,5276536,"Actual",472120.5,5276535.79,"NAD83",10,1428.00,22.00,46.00,472122,5276535,"NAD83","","",
"OLYM","3159","Active","3","Low","Alternating","4",159,,,,,465173,5301618,"Actual",465172.59,5301617.76,"NAD83",10,440.00,12.00,255.00,465153,5301620,"NAD83","","",
"OLYM","3160","Active","2","Medium","Alternating","4",160,,,,,467438,5319824,"Actual",467438.182,5319824.324,"NAD83",10,712.00,26.00,96.00,467430,5319818,"NAD83","","",
"OLYM","3161","Active","3","Low","Alternating","4",161,,,,,422390,5273645,"Actual",422390,5273645.15,"NAD83",10,80.00,2.00,276.00,422419,5273629,"NAD83","","",
"OLYM","3162","Rejected","3","Low",,,162,,,"PB","Discarded - Lake Shore & Steep",440077,5323832,"Actual",,,,10,,,,440077,5323832,"NAD83","","",
"OLYM","3163","Active","3","Low","Alternating","4",163,,,,,448297,5301924,"Actual",448297.06,5301924.19,"NAD83",10,602.00,20.00,294.00,448298,5301934,"NAD83","","",
"OLYM","3164","Active","1","High","Alternating","4",164,,,,,471679,5307114,"Actual",471679.06,5307113.74,"NAD83",10,1892.00,18.00,288.00,471693,5307112,"NAD83","","",
"OLYM","3165","Active","3","Low","Alternating","5",165,,,,,420629,5304423,"Actual",420629.397,5304423.259,"NAD83",10,203.00,10.00,194.00,420631,5304384,"NAD83","","",
"OLYM","3166","Active","3","Low","Alternating","5",166,,,,,450856,5276594,"Actual",450855.672,5276593.629,"NAD83",10,353.00,14.00,26.00,450858,5276518,"NAD83","","",
"OLYM","3167","Active","2","Medium","Alternating","4",167,,,,,456942,5315986,"Actual",456942.3,5315986,"NAD83",10,977.00,18.00,249.00,456950,5315977,"NAD83","","",
"OLYM","3168","Active","2","Medium","Alternating","4",168,,,,,480362,5292253,"Actual",480362.02,5292252.69,"NAD83",10,908.00,32.00,253.00,480359,5292257,"NAD83","","",
"OLYM","3169","Active","3","Low","Alternating","5",169,,,,,442219,5303075,"Actual",442219.321,5303075.388,"NAD83",10,289.00,15.00,176.00,442226,5303056,"NAD83","","",
"OLYM","3170","Active","3","Low","Alternating","5",170,,,,,473349,5263790,"Actual",473348.58,5263790.059,"NAD83",10,281.00,7.00,49.00,473346,5263777,"NAD83","","",
"OLYM","3171","Active","1","High","Alternating","4",171,,,,,473473,5292361,"Actual",473473.12,5292360.85,"NAD83",10,1751.00,20.00,194.00,473472,5292301,"NAD83","","",
"OLYM","3172","Active","3","Low","Alternating","6",172,,,,,481809,5306880,"Actual",481808.505,5306879.584,"NAD83",10,648.00,23.00,352.00,481806,5306992,"NAD83","","",
"OLYM","3173","Active","1","High","Alternating","4",173,,,,,446038,5315791,"Actual",446037.74,5315791.3,"NAD83",10,1530.00,36.00,274.00,446014,5315793,"NAD83","","",
"OLYM","3174","Active","2","Medium","Alternating","4",174,,,,,471683,5278655,"Actual",471682.85,5278654.92,"NAD83",10,1293.00,23.00,328.00,471655,5278681,"NAD83","","",
"OLYM","3175","Active","1","High","Alternating","5",175,,,,,465535,5312337,"Actual",465534.627,5312336.519,"NAD83",10,1513.00,25.00,251.00,465536,5312340,"NAD83","","",
"OLYM","3176","Rejected","3","Low",,,176,,,"NT","Discarded - No Longer in Target Population",467805,5325869,"Actual",,,,10,,,,467805,5325869,"NAD83","","",
"OLYM","3177","Active","3","Low","Alternating","6",177,,,,,375278,5330332,"Actual",375278.476,5330331.667,"NAD83",10,42.00,5.00,322.00,375295,5330320,"NAD83","","",
"OLYM","3178","Active","2","Medium","Alternating","5",178,,,,,427649,5323164,"Actual",427648.501,5323164.417,"NAD83",10,702.00,13.00,303.00,427631,5323156,"NAD83","","",
"OLYM","3179","Active","1","High","Alternating","5",179,,,,,475463,5282649,"Actual",475463.298,5282649.128,"NAD83",10,1386.00,18.00,141.00,475485,5282649,"NAD83","","",
"OLYM","3180","Active","1","High","Alternating","5",180,,,,,465585,5315519,"Actual",465585.116,5315518.869,"NAD83",10,1687.00,37.00,198.00,465580,5315520,"NAD83","","",
"OLYM","3181","Active","3","Low","Alternating","6",181,,,,,447395,5264768,"Actual",447395,5264768,"NAD83",10,106.00,0.00,0.00,447380,5264784,"NAD83","","",
"OLYM","3182","Active","3","Low","Alternating","6",182,,,,,444541,5326290,"Actual",444541.322,5326290.299,"NAD83",10,210.00,24.00,207.00,444547,5326289,"NAD83","","",
"OLYM","3183","Active","2","Medium","Alternating","5",183,,,,,453364,5315128,"Actual",453363.85,5315127.527,"NAD83",10,655.00,15.00,198.00,453366,5315127,"NAD83","","",
"OLYM","3184","Active","2","Medium","Alternating","5",184,,,,,476430,5302693,"Actual",476429.623,5302693.223,"NAD83",10,1085.00,15.00,103.00,476425,5302699,"NAD83","","",
"OLYM","3185","Active","2","Medium","Alternating","5",185,,,,,432634,5307960,"Actual",432634.255,5307959.746,"NAD83",10,1130.00,11.00,238.00,432609,5307941,"NAD83","","",
"OLYM","3186","Proposed","3","Low","Oversample",,186,,,"NN",,452458,5278675,"Actual",,,,10,,,,452458,5278675,"NAD83","","",
"OLYM","3187","Active","2","Medium","Alternating","6",187,,,,,462707,5310491,"Actual",462707.095,5310491.39,"NAD83",10,644.00,40.00,156.00,462649,5310472,"NAD83","","",
"OLYM","3188","Active","1","High","Alternating","5",188,,,,,486174,5290738,"Actual",486174.152,5290737.517,"NAD83",10,1929.00,22.00,226.00,486177,5290743,"NAD83","","",
"OLYM","3189","Active","1","High","Alternating","6",189,,,,,442916,5306237,"Actual",442915.85,5306236.655,"NAD83",10,1516.00,6.00,251.00,442914,5306219,"NAD83","","",
"OLYM","3190","Active","2","Medium","Alternating","6",190,,,,,474041,5268440,"Actual",474041.421,5268440.481,"NAD83",10,1135.00,30.00,254.00,474030,5268440,"NAD83","","",
"OLYM","3191","Active","1","High","Alternating","6",191,,,,,473696,5296382,"Actual",473695.746,5296381.763,"NAD83",10,1731.00,37.00,154.00,473693,5296389,"NAD83","","",
"OLYM","3192","Active","1","High","Alternating","6",192,,,,,480694,5310934,"Actual",480694.095,5310933.708,"NAD83",10,1714.00,15.00,196.00,480693,5310934,"NAD83","","",
"OLYM","3193","Proposed","3","Low","Oversample",,193,,,"NN",,410322,5267450,"Actual",,,,10,,,,410322,5267450,"NAD83","","",
"OLYM","3194","Proposed","3","Low","Oversample",,194,,,"NN",,431853,5324584,"Actual",,,,10,,,,431853,5324584,"NAD83","","",
"OLYM","3195","Active","2","Medium","Alternating","6",195,,,,,476675,5283510,"Actual",476674.921,5283510.177,"NAD83",10,1132.00,9.00,290.00,476679,5283508,"NAD83","","",
"OLYM","3196","Active","1","High","Alternating","6",196,,,,,468378,5309733,"Actual",468378.304,5309732.541,"NAD83",10,1603.00,19.00,234.00,468385,5309729,"NAD83","","",
"OLYM","3197","Proposed","1","High","Oversample",,197,,,"NN",,447480,5280688,"Actual",,,,10,,,,447480,5280688,"NAD83","","",
"OLYM","3198","Active","2","Medium","Alternating","6",198,,,,,459293,5264680,"Actual",459292.651,5264679.793,"NAD83",10,985.00,24.00,90.00,459311,5264680,"NAD83","","",
"OLYM","3199","Proposed","1","High","Oversample",,199,,,"NN",,461298,5302908,"Actual",,,,10,,,,461298,5302908,"NAD83","","",
"OLYM","3200","Active","2","Medium","Annual","1",200,,,"TS",,478383,5313267,"Actual",478383.12,5313267.25,"NAD83",10,1188.00,23.00,135.00,478386,5313280,"NAD83","","","Added to the annual panel after the 2006 field season to replace #3131."
"OLYM","3201","Proposed","2","Medium","Oversample",,201,,,"NN",,438668,5308177,"Actual",,,,10,,,,438668,5308177,"NAD83","","",
"OLYM","3202","Proposed","3","Low","Oversample",,202,,,"NN",,462199,5272330,"Actual",,,,10,,,,462199,5272330,"NAD83","","",
"OLYM","3203","Proposed","2","Medium","Oversample",,203,,,"NN",,461858,5314531,"Actual",,,,10,,,,461858,5314531,"NAD83","","",
"OLYM","3204","Proposed","1","High","Oversample",,204,,,"NN",,484204,5297850,"Actual",,,,10,,,,484204,5297850,"NAD83","","",
"OLYM","3205","Proposed","2","Medium","Oversample",,205,,,"NN",,444728,5309261,"Actual",,,,10,,,,444728,5309261,"NAD83","","",
"OLYM","3206","Proposed","1","High","Oversample",,206,,,"NN",,471163,5276523,"Actual",,,,10,,,,471163,5276523,"NAD83","","",
"OLYM","3207","Proposed","2","Medium","Oversample",,207,,,"NN",,478890,5294971,"Actual",,,,10,,,,478890,5294971,"NAD83","","",
"OLYM","3208","Proposed","3","Low","Oversample",,208,,,"NN",,455991,5320952,"Actual",,,,10,,,,455991,5320952,"NAD83","","",
"OLYM","3209","Proposed","3","Low","Oversample",,209,,,"NN",,413864,5303713,"Actual",,,,10,,,,413864,5303713,"NAD83","","",
"OLYM","3210","Proposed","3","Low","Oversample",,210,,,"NN",,437227,5324285,"Actual",,,,10,,,,437227,5324285,"NAD83","","",
"OLYM","3211","Proposed","2","Medium","Oversample",,211,,,"NN",,448231,5300367,"Actual",,,,10,,,,448231,5300367,"NAD83","","",
"OLYM","3212","Proposed","1","High","Oversample",,212,,,"NN",,473512,5304934,"Actual",,,,10,,,,473512,5304934,"NAD83","","",
"OLYM","3213","Proposed","3","Low","Oversample",,213,,,"NN",,428222,5299892,"Actual",,,,10,,,,428222,5299892,"NAD83","","",
"OLYM","3214","Proposed","2","Medium","Oversample",,214,,,"NN",,461465,5268005,"Actual",,,,10,,,,461465,5268005,"NAD83","","",
"OLYM","3215","Proposed","3","Low","Oversample",,215,,,"NN",,457657,5311503,"Actual",,,,10,,,,457657,5311503,"NAD83","","",
"OLYM","3216","Proposed","3","Low","Oversample",,216,,,"NN",,483728,5279873,"Actual",,,,10,,,,483728,5279873,"NAD83","","",
"OLYM","3217","Proposed","3","Low","Oversample",,217,,,"NN",,437682,5311262,"Actual",,,,10,,,,437682,5311262,"NAD83","","",
"OLYM","3218","Proposed","2","Medium","Oversample",,218,,,"NN",,465056,5266450,"Actual",,,,10,,,,465056,5266450,"NAD83","","",
"OLYM","3219","Proposed","3","Low","Oversample",,219,,,"NN",,465281,5299497,"Actual",,,,10,,,,465281,5299497,"NAD83","","",
"OLYM","3220","Proposed","1","High","Oversample",,220,,,"NN",,488900,5293475,"Actual",,,,10,,,,488900,5293475,"NAD83","","",
"OLYM","3221","Proposed","2","Medium","Oversample",,221,,,"NN",,447177,5311638,"Actual",,,,10,,,,447177,5311638,"NAD83","","",
"OLYM","3222","Proposed","2","Medium","Oversample",,222,,,"NN",,474492,5273686,"Actual",,,,10,,,,474492,5273686,"NAD83","","",
"OLYM","3223","Proposed","1","High","Oversample",,223,,,"NN",,469181,5308651,"Actual",,,,10,,,,469181,5308651,"NAD83","","",
"OLYM","3224","Proposed","2","Medium","Oversample",,224,,,"NN",,467827,5319367,"Actual",,,,10,,,,467827,5319367,"NAD83","","",
"OLYM","3225","Proposed","3","Low","Oversample",,225,,,"NN",,431781,5258422,"Actual",,,,10,,,,431781,5258422,"NAD83","","",
"OLYM","3226","Proposed","1","High","Oversample",,226,,,"NN",,444344,5318349,"Actual",,,,10,,,,444344,5318349,"NAD83","","",
"OLYM","3227","Proposed","1","High","Oversample",,227,,,"NN",,447947,5316951,"Actual",,,,10,,,,447947,5316951,"NAD83","","",
"OLYM","3228","Proposed","1","High","Oversample",,228,,,"NN",,471911,5307562,"Actual",,,,10,,,,471911,5307562,"NAD83","","",
"OLYM","3229","Proposed","3","Low","Oversample",,229,,,"NN",,425155,5307072,"Actual",,,,10,,,,425155,5307072,"NAD83","","",
"OLYM","3230","Proposed","3","Low","Oversample",,230,,,"NN",,453288,5273989,"Actual",,,,10,,,,453288,5273989,"NAD83","","",
"OLYM","3231","Proposed","1","High","Oversample",,231,,,"NN",,458892,5316118,"Actual",,,,10,,,,458892,5316118,"NAD83","","",
"OLYM","3232","Proposed","2","Medium","Oversample",,232,,,"NN",,483894,5288678,"Actual",,,,10,,,,483894,5288678,"NAD83","","",
"OLYM","3233","Proposed","2","Medium","Oversample",,233,,,"NN",,442887,5304186,"Actual",,,,10,,,,442887,5304186,"NAD83","","",
"OLYM","3234","Proposed","3","Low","Oversample",,234,,,"NN",,474941,5262753,"Actual",,,,10,,,,474941,5262753,"NAD83","","",
"OLYM","3235","Proposed","1","High","Oversample",,235,,,"NN",,473851,5292783,"Actual",,,,10,,,,473851,5292783,"NAD83","","",
"OLYM","3236","Proposed","2","Medium","Oversample",,236,,,"NN",,486526,5302386,"Actual",,,,10,,,,486526,5302386,"NAD83","","",
"OLYM","3237","Proposed","1","High","Oversample",,237,,,"NN",,446819,5316393,"Actual",,,,10,,,,446819,5316393,"NAD83","","",
"OLYM","3238","Proposed","2","Medium","Oversample",,238,,,"NN",,473036,5280784,"Actual",,,,10,,,,473036,5280784,"NAD83","","",
"OLYM","3239","Proposed","1","High","Oversample",,239,,,"NN",,465794,5312155,"Actual",,,,10,,,,465794,5312155,"NAD83","","",
"OLYM","3240","Proposed","2","Medium","Oversample",,240,,,"NN",,472288,5317799,"Actual",,,,10,,,,472288,5317799,"NAD83","","",
"SAJH","AMCA","Active","4","Parkwide","Biennial",,,,,,,499625,5367665,"Actual",499625,5367665,"NAD83",10,36.00,2.00,175.00,499346,5368194,"NAD83","","",
"SAJH","BRCA","Active","4","Parkwide","Biennial",,,,,,,489407,5381524,"Actual",489407,5381524,"NAD83",10,57.00,10.00,258.00,,,,"","",
