"Obs_year","Park_code","Obs_date_str","Species","Sci_name","Com_name","Taxon_family","Taxon_sort","Observer","Loc_description","Obs_notes","Incidental_obs_ID","DPL_code","DPL_date_str"
2019,"MORA","6/17/2019","NAWA","Oreothlypis ruficapilla","Nashville Warbler","Fringillidae",2071,"McElroy_Collin","Crystal Lake",,1014,"A","04/14/2020 13:25"
2019,"MORA","6/3/2019","NOFL","Colaptes auratus","Northern Flicker","Picidae",1028,"Holmgren_Mandy","Paradise",,673,"A","04/14/2020 13:25"
2019,"MORA","6/18/2019","NOPO","Glaucidium gnoma","Northern Pygmy-Owl","Strigidae",895,"McElroy_Collin","White River",,795,"A","04/14/2020 13:25"
2019,"MORA","6/11/2019","OSFL","Contopus cooperi","Olive-sided Flycatcher","Tyrannidae",1346,"McElroy_Collin","Eagle Peak",,441,"A","04/14/2020 13:25"
2019,"MORA","6/3/2019","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Schumaker_Matthew","Longmire",,639,"A","04/14/2020 13:25"
2019,"MORA","6/15/2019","PIGR","Pinicola enucleator","Pine Grosbeak","Fringillidae",1823,"McElroy_Collin","Paradise",,593,"A","04/14/2020 13:25"
2019,"MORA","6/3/2019","PISI","Spinus pinus","Pine Siskin","Fringillidae",1845,"Schumaker_Matthew","Paradise",,777,"A","04/14/2020 13:25"
2019,"MORA","6/4/2019","PIWO","Dryocopus pileatus","Pileated Woodpecker","Picidae",1037,"Holmgren_Mandy","Nisqually",,557,"A","04/14/2020 13:25"
2019,"MORA","7/23/2019","PRFA","Falco mexicanus","Prairie Falcon","Falconidae",1062,"McElroy_Collin","Berkeley Park",,686,"A","04/14/2020 13:25"
2019,"MORA","6/4/2019","PSFL","Empidonax difficilis","Pacific-slope Flycatcher","Tyrannidae",1370,"McElroy_Collin","Nisqually",,536,"A","04/14/2020 13:25"
2019,"MORA","6/3/2019","RBNU","Sitta canadensis","Red-breasted Nuthatch","Sittidae",1516,"Holmgren_Mandy","Paradise",,1025,"A","04/14/2020 13:25"
2019,"MORA","6/6/2019","RBSA","Sphyrapicus ruber","Red-breasted Sapsucker","Picidae",1006,"McElroy_Collin","Ohanapecosh",,487,"A","04/14/2020 13:25"
2019,"MORA","6/29/2019","RCKI","Regulus calendula","Ruby-crowned Kinglet","Regulidae",1588,"Holmgren_Mandy","Owyhigh Lakes",,712,"A","04/14/2020 13:25"
2019,"MORA","6/4/2019","RECR","Loxia curvirostra","Red Crossbill","Fringillidae",1839,"McElroy_Collin","Nisqually",,813,"A","04/14/2020 13:25"
2019,"MORA","6/6/2019","RUGR","Bonasa umbellus","Ruffed Grouse","Phasianidae",152,"McElroy_Collin","Ohanapecosh",,357,"A","04/14/2020 13:25"
2019,"MORA","7/8/2019","RUHU","Selasphorus rufus","Rufous Hummingbird","Trochilidae",371,"McElroy_Collin","Tipsoo Lake",,512,"A","04/14/2020 13:25"
2019,"MORA","7/9/2019","RWBL","Agelaius phoeniceus","Red-winged Blackbird","Fringillidae",2031,"McElroy_Collin","Longmire",,602,"A","04/14/2020 13:25"
2019,"MORA","7/23/2019","SAVS","Passerculus sandwichensis","Savannah Sparrow","Fringillidae",1944,"Schumaker_Matthew","Berkeley Park",,338,"A","04/14/2020 13:25"
2019,"MORA","6/3/2019","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"McElroy_Collin","Longmore",,660,"A","04/14/2020 13:25"
2019,"MORA","6/5/2019","SOSP","Melospiza melodia","Song Sparrow","Fringillidae",1949,"Holmgren_Mandy","Nisqually",,525,"A","04/14/2020 13:25"
2019,"MORA","6/4/2019","SPSA","Actitis macularius","Spotted Sandpiper","Scolopacidae",555,"Holmgren_Mandy","Nisqually",,946,"A","04/14/2020 13:25"
2019,"MORA","6/3/2019","STJA","Cyanocitta stelleri","Steller’s Jay","Corvidae",1444,"McElroy_Collin","Longmire",,881,"A","04/14/2020 13:25"
2019,"MORA","6/4/2019","SWTH","Catharus ustulatus","Swainson’s Thrush","Muscicapidae",1660,"Holmgren_Mandy","Nisqually",,477,"A","04/14/2020 13:25"
2019,"MORA","6/4/2019","TOSO","Myadestes townsendi","Townsend’s Solitaire","Muscicapidae",1636,"Holmgren_Mandy","Eagle Peak",,681,"A","04/14/2020 13:25"
2019,"MORA","6/3/2019","TOWA","Setophaga townsendi","Townsend’s Warbler","Fringillidae",2123,"Holmgren_Mandy","Paradise",,923,"A","04/14/2020 13:25"
2019,"MORA","7/9/2019","TRES","Tachycineta bicolor","Tree Swallow","Hirundinidae",1478,"McElroy_Collin","Longmire",,517,"A","04/14/2020 13:25"
2019,"MORA","6/4/2019","VASW","Chaetura vauxi","Vaux’s Swift","Apodidae",290,"Holmgren_Mandy","Nisqually",,571,"A","04/14/2020 13:25"
2019,"MORA","6/3/2019","VATH","Ixoreus naevius","Varied Thrush","Turdidae",1687,"Holmgren_Mandy","Paradise",,978,"A","04/14/2020 13:25"
2019,"MORA","6/5/2019","VGSW","Tachycineta thalassina","Violet-green Swallow","Hirundinidae",1480,"Schumaker_Matthew","Nisqually",,582,"A","04/14/2020 13:25"
2019,"MORA","6/4/2019","WAVI","Vireo gilvus","Warbling Vireo","Vireonidae",1421,"Holmgren_Mandy","Nisqually",,704,"A","04/14/2020 13:25"
2019,"MORA","6/4/2019","WCSP","Zonotrichia leucophrys","White-crowned Sparrow","Fringillidae",1920,"Holmgren_Mandy","Nisqually",,802,"A","04/14/2020 13:25"
2019,"MORA","6/4/2019","WETA","Piranga ludoviciana","Western Tanager","Fringillidae",2151,"Holmgren_Mandy","Nisqually",,466,"A","04/14/2020 13:25"
2019,"MORA","7/4/2019","WEWP","Contopus sordidulus","Western Wood-Pewee","Tyrannidae",1350,"McElroy_Collin","Paradise",,760,"A","04/14/2020 13:25"
2019,"MORA","6/29/2019","WIWA","Cardellina pusilla","Wilson’s Warbler","Fringillidae",2138,"Holmgren_Mandy","Owyhigh Lakes",,850,"A","04/14/2020 13:25"
2019,"MORA","6/6/2019","YEWA","Setophaga petechia","Yellow Warbler","Fringillidae",2101,"Schumaker_Matthew","Snow Lake",,836,"A","04/14/2020 13:25"
2019,"MORA","6/17/2019","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"McElroy_Collin","White River",,381,"A","04/14/2020 13:25"
2019,"NOCA","5/16/2019","AMCR","Corvus brachyrhynchos","American Crow","Corvidae",1458,"Holmgren_Mandy","Colonial Creek",,2345,"A","04/14/2020 13:25"
2019,"NOCA","5/11/2019","AMDI","Cinclus mexicanus","American Dipper","Cinclidae",1584,"Holmgren_Mandy","Stehekin",,1603,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","AMGO","Spinus tristis","American Goldfinch","Fringillidae",1853,"Holmgren_Mandy","Newhalem",,1685,"A","04/14/2020 13:25"
2019,"NOCA","5/11/2019","AMKE","Falco sparverius","American Kestrel","Falconidae",1053,"Holmgren_Mandy","Rainbow Loop Trail",,2170,"A","04/14/2020 13:25"
2019,"NOCA","7/28/2019","AMPI","Anthus rubescens","American Pipit","Passeridae",1757,"Ray_Katelyn","Copper Ridge",,2162,"A","04/14/2020 13:25"
2019,"NOCA","6/14/2019","AMRE","Setophaga ruticilla","American Redstart","Fringillidae",2091,"Holmgren_Mandy","Stehekin",,1734,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Holmgren_Mandy","Newhalem",,2035,"A","04/14/2020 13:25"
2019,"NOCA","7/15/2019","ATTW","Picoides dorsalis","American Three-toed Woodpecker","Picidae",1009,"Ray_Katelyn","Hozomeen",,1844,"A","04/14/2020 13:25"
2019,"NOCA","5/16/2019","BADO","Strix varia","Barred Owl","Strigidae",908,"Holmgren_Mandy","Colonial Creek",,1661,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","BAEA","Haliaeetus leucocephalus","Bald Eagle","Accipitridae",839,"Holmgren_Mandy","Stehekin",,1934,"A","04/14/2020 13:25"
2019,"NOCA","5/12/2019","BAGO","Bucephala islandica","Barrow’s Goldeneye","Anatidae",100,"Holmgren_Mandy","Howard Lake",,1225,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","BARS","Hirundo rustica","Barn Swallow","Hirundinidae",1495,"Holmgren_Mandy","Stehekin",,1065,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","BCCH","Poecile atricapillus","Black-capped Chickadee","Paridae",1502,"Holmgren_Mandy","Newhalem Ponds",,2310,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","BEKI","Megaceryle alcyon","Belted Kingfisher","Cerylidae",956,"Holmgren_Mandy","Newhalem Ponds",,2151,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","BHCO","Molothrus ater","Brown-headed Cowbird","Fringillidae",2038,"Holmgren_Mandy","Newhalem",,1386,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","BHGR","Pheucticus melanocephalus","Black-headed Grosbeak","Fringillidae",2169,"Holmgren_Mandy","Newhalem",,2394,"A","04/14/2020 13:25"
2019,"NOCA","6/15/2019","BLSW","Cypseloides niger","Black Swift","Apodidae",282,"Ray_Katelyn","Bridge Creek area",,2244,"A","04/14/2020 13:25"
2019,"NOCA","5/11/2019","BRCR","Certhia americana","Brown Creeper","Certhiidae",1520,"Holmgren_Mandy","Rainbow Loop Trail",,1309,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","BTYW","Setophaga nigrescens","Black-throated Gray Warbler","Fringillidae",2122,"Holmgren_Mandy","Newhalem",,1246,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","BUFF","Bucephala albeola","Bufflehead","Anatidae",98,"Holmgren_Mandy","Newhalem Ponds",,2322,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","BUOR","Icterus bullockii","Bullock's Oriole","Fringillidae",2020,"Holmgren_Mandy","Newhalem Ponds",,1119,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","CAFI","Haemorhous cassinii","Cassin’s Finch","Fringillidae",1831,"Holmgren_Mandy","Lakeshore Trail",,2197,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","CAHU","Selasphorus calliope","Calliope Hummingbird","Trochilidae",376,"Holmgren_Mandy","Lakeshore Trail",,2047,"A","04/14/2020 13:25"
2019,"NOCA","6/9/2019","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Holmgren_Mandy","Thunder Creek",,2110,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","CANG","Branta canadensis","Canada Goose","Anatidae",37,"Holmgren_Mandy","Stehekin",,1615,"A","04/14/2020 13:25"
2019,"NOCA","5/11/2019","CANW","Catherpes mexicanus","Canyon Wren","Certhiidae",1524,"Holmgren_Mandy","Harlequin/Stehekin",,2382,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","CAVI","Vireo cassinii","Cassin's Vireo","Vireonidae",1416,"Holmgren_Mandy","Newhalem",,2279,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","CBCH","Poecile rufescens","Chestnut-backed Chickadee","Paridae",1505,"Holmgren_Mandy","Newhalem",,1470,"A","04/14/2020 13:25"
2019,"NOCA","6/14/2019","CEDW","Bombycilla cedrorum","Cedar Waxwing","Bombycillidae",1717,"Holmgren_Mandy","Stehekin",,2208,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","CHSP","Spizella passerina","Chipping Sparrow","Fringillidae",1894,"Holmgren_Mandy","Lakeshore Trail",,1047,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","CLNU","Nucifraga columbiana","Clark’s Nutcracker","Corvidae",1453,"Holmgren_Mandy","Lakeshore Trail",,2233,"A","04/14/2020 13:25"
2019,"NOCA","5/16/2019","CLNU","Nucifraga columbiana","Clark’s Nutcracker","Corvidae",1453,"Holmgren_Mandy","Colonial Creek",,2234,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","COHA","Accipiter cooperii","Cooper’s Hawk","Accipitridae",833,"Holmgren_Mandy","Stehekin",,1290,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","COLO","Gavia immer","Common Loon","Gaviidae",670,"Holmgren_Mandy","Lakeshore Trail/Stehekin",,1202,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","COME","Mergus merganser","Common Merganser","Anatidae",103,"Holmgren_Mandy","Harlequin/Stehekin",,1905,"A","04/14/2020 13:25"
2019,"NOCA","7/14/2019","CONI","Chordeiles minor","Common Nighthawk","Caprimulgidae",256,"Holmgren_Mandy","Ross Lake",,2267,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","CORA","Corvus corax","Common Raven","Corvidae",1471,"Holmgren_Mandy","Newhalem",,2298,"A","04/14/2020 13:25"
2019,"NOCA","5/12/2019","COYE","Geothlypis trichas","Common Yellowthroat","Fringillidae",2084,"Holmgren_Mandy","Howard Lake",,1774,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Holmgren_Mandy","Lakeshore Trail",,1108,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","DOWO","Picoides pubescens","Downy Woodpecker","Picidae",1012,"Holmgren_Mandy","Stehekin",,1893,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","DUFL","Empidonax oberholseri","Dusky Flycatcher","Tyrannidae",1368,"Holmgren_Mandy","Lakeshore Trail",,1796,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","EUST","Sturnus vulgaris","European Starling","Sturnidae",1714,"Holmgren_Mandy","Newhalem",,1637,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","EVGR","Coccothraustes vespertinus","Evening Grosbeak","Fringillidae",1780,"Holmgren_Mandy","Newhalem",,1157,"A","04/14/2020 13:25"
2019,"NOCA","7/15/2019","FOSP","Passerella iliaca","Fox Sparrow","Fringillidae",1906,"Holmgren_Mandy","Desolation",,1372,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Holmgren_Mandy","Stehekin",,1808,"A","04/14/2020 13:25"
2019,"NOCA","7/14/2019","GOEA","Aquila chrysaetos","Golden Eagle","Accipitridae",821,"Ray_Katelyn","Ross Lake",,1627,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","HAFL","Empidonax hammondii","Hammond's Flycatcher","Tyrannidae",1365,"Holmgren_Mandy","Newhalem",,1861,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Holmgren_Mandy","Newhalem",,1591,"A","04/14/2020 13:25"
2019,"NOCA","5/11/2019","HETH","Catharus guttatus","Hermit Thrush","Muscicapidae",1661,"Holmgren_Mandy","Rainbow Loop Trail",,1213,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","HOWR","Troglodytes aedon","House Wren","Certhiidae",1528,"Holmgren_Mandy","Lakeshore Trail",,2078,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","KILL","Charadrius vociferus","Killdeer","Charadriidae",490,"Holmgren_Mandy","Stehekin",,1679,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","LAZB","Passerina amoena","Lazuli Bunting","Fringillidae",2176,"Holmgren_Mandy","Lakeshore Trail",,1181,"A","04/14/2020 13:25"
2019,"NOCA","6/17/2019","LEFL","Empidonax minimus","Least Flycatcher","Tyrannidae",1364,"Holmgren_Mandy","Stehekin",,1458,"A","04/14/2020 13:25"
2019,"NOCA","7/20/2019","LISP","Melospiza lincolnii","Lincoln’s Sparrow","Fringillidae",1950,"Ray_Katelyn","Reynolds/Upper Boulder",,2305,"A","04/14/2020 13:25"
2019,"NOCA","5/12/2019","MALL","Anas platyrhynchos","Mallard","Anatidae",68,"Holmgren_Mandy","Howard Lake",,1361,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","MGWA","Geothlypis tolmiei","MacGillivray’s Warbler","Fringillidae",2076,"Holmgren_Mandy","Newhalem",,1980,"A","04/14/2020 13:25"
2019,"NOCA","7/20/2019","MOBL","Sialia currucoides","Mountain Bluebird","Muscicapidae",1635,"Ray_Katelyn","Upper Boulder Creek",,1074,"A","04/14/2020 13:25"
2019,"NOCA","7/15/2019","MOCH","Poecile gambeli","Mountain Chickadee","Paridae",1503,"Holmgren_Mandy","Desolation",,1192,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","MODO","Zenaida macroura","Mourning Dove","Columbidae",225,"Holmgren_Mandy","Lakeshore Trail",,1082,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","NAWA","Oreothlypis ruficapilla","Nashville Warbler","Fringillidae",2071,"Holmgren_Mandy","Newhalem Ponds",,2358,"A","04/14/2020 13:25"
2019,"NOCA","5/12/2019","NOFL","Colaptes auratus","Northern Flicker","Picidae",1028,"Holmgren_Mandy","Howard Lake",,1712,"A","04/14/2020 13:25"
2019,"NOCA","5/14/2019","NOPO","Glaucidium gnoma","Northern Pygmy-Owl","Strigidae",895,"Holmgren_Mandy","Newhalem",,1997,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","NRWS","Stelgidopteryx serripennis","Northern Rough-winged Swallow","Hirundinidae",1486,"Holmgren_Mandy","Newhalem Ponds",,1169,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","OCWA","Oreothlypis celata","Orange-crowned Warbler","Fringillidae",2068,"Holmgren_Mandy","Newhalem",,1992,"A","04/14/2020 13:25"
2019,"NOCA","5/16/2019","OSFL","Contopus cooperi","Olive-sided Flycatcher","Tyrannidae",1346,"Holmgren_Mandy","Colonial Creek",,1281,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","OSPR","Pandion haliaetus","Osprey","Accipitridae",813,"Holmgren_Mandy","Newhalem",,1747,"A","04/14/2020 13:25"
2019,"NOCA","5/16/2019","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Holmgren_Mandy","Colonial Creek",,1649,"A","04/14/2020 13:25"
2019,"NOCA","7/20/2019","PIGR","Pinicola enucleator","Pine Grosbeak","Fringillidae",1823,"Holmgren_Mandy","McAlester Pass",,1539,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","PISI","Spinus pinus","Pine Siskin","Fringillidae",1845,"Holmgren_Mandy","Newhalem",,1967,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","PIWO","Dryocopus pileatus","Pileated Woodpecker","Picidae",1037,"Holmgren_Mandy","Stehekin",,1482,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","PSFL","Empidonax difficilis","Pacific-slope Flycatcher","Tyrannidae",1370,"Holmgren_Mandy","Stehekin",,1456,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","PUFI","Haemorhous purpureus","Purple Finch","Fringillidae",1830,"Holmgren_Mandy","Stehekin",,1551,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","RBNU","Sitta canadensis","Red-breasted Nuthatch","Sittidae",1516,"Holmgren_Mandy","Lakeshore Trail",,2370,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","RBSA","Sphyrapicus ruber","Red-breasted Sapsucker","Picidae",1006,"Holmgren_Mandy","Newhalem",,1350,"A","04/14/2020 13:25"
2019,"NOCA","7/15/2019","RCKI","Regulus calendula","Ruby-crowned Kinglet","Regulidae",1588,"Holmgren_Mandy","Desolation",,1785,"A","04/14/2020 13:25"
2019,"NOCA","5/12/2019","RECR","Loxia curvirostra","Red Crossbill","Fringillidae",1839,"Holmgren_Mandy","Howard Lake",,2023,"A","04/14/2020 13:25"
2019,"NOCA","6/13/2019","REVI","Vireo olivaceus","Red-eyed Vireo","Vireonidae",1423,"Holmgren_Mandy","Stehekin",,1270,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","RNDU","Aythya collaris","Ring-necked Duck","Anatidae",81,"Holmgren_Mandy","Newhalem Ponds",,1255,"A","04/14/2020 13:25"
2019,"NOCA","5/11/2019","RTHA","Buteo jamaicensis","Red-tailed Hawk","Accipitridae",869,"Holmgren_Mandy","Rainbow Loop Trail",,1955,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","RUGR","Bonasa umbellus","Ruffed Grouse","Phasianidae",152,"Holmgren_Mandy","Newhalem Ponds",,1093,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","RUHU","Selasphorus rufus","Rufous Hummingbird","Trochilidae",371,"Holmgren_Mandy","Newhalem",,1398,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","RWBL","Agelaius phoeniceus","Red-winged Blackbird","Fringillidae",2031,"Holmgren_Mandy","Newhalem Ponds",,1573,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","SAPH","Sayornis saya","Say's Phoebe","Tyrannidae",1379,"Holmgren_Mandy","Stehekin",,1516,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"Holmgren_Mandy","Lakeshore Trail",,1700,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","SOSP","Melospiza melodia","Song Sparrow","Fringillidae",1949,"Holmgren_Mandy","Newhalem",,1444,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","SPSA","Actitis macularius","Spotted Sandpiper","Scolopacidae",555,"Holmgren_Mandy","Stehekin",,2220,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","SPTO","Pipilo maculatus","Spotted Towhee","Fringillidae",1966,"Holmgren_Mandy","Newhalem",,1821,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","STJA","Cyanocitta stelleri","Steller’s Jay","Corvidae",1444,"Holmgren_Mandy","Newhalem",,2122,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","SWTH","Catharus ustulatus","Swainson’s Thrush","Muscicapidae",1660,"Holmgren_Mandy","Newhalem",,1338,"A","04/14/2020 13:25"
2019,"NOCA","5/11/2019","TOSO","Myadestes townsendi","Townsend’s Solitaire","Muscicapidae",1636,"Holmgren_Mandy","Rainbow Loop Trail",,1724,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","TOWA","Setophaga townsendi","Townsend’s Warbler","Fringillidae",2123,"Holmgren_Mandy","Lakeshore Trail",,2182,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","TRES","Tachycineta bicolor","Tree Swallow","Hirundinidae",1478,"Holmgren_Mandy","Stehekin",,1432,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","TUVU","Cathartes aura","Turkey Vulture","Ciconiidae",809,"Holmgren_Mandy","Stehekin",,1561,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","VASW","Chaetura vauxi","Vaux’s Swift","Apodidae",290,"Holmgren_Mandy","Stehekin",,1504,"A","04/14/2020 13:25"
2019,"NOCA","5/12/2019","VATH","Ixoreus naevius","Varied Thrush","Turdidae",1687,"Holmgren_Mandy","Howard Lake",,2256,"A","04/14/2020 13:25"
2019,"NOCA","6/14/2019","VEER","Catharus fuscescens","Veery","Muscicapidae",1656,"Holmgren_Mandy","Stehekin",,1409,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","VGSW","Tachycineta thalassina","Violet-green Swallow","Hirundinidae",1480,"Holmgren_Mandy","Stehekin",,1528,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","WAVI","Vireo gilvus","Warbling Vireo","Vireonidae",1421,"Holmgren_Mandy","Newhalem",,1759,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","WCSP","Zonotrichia leucophrys","White-crowned Sparrow","Fringillidae",1920,"Holmgren_Mandy","Newhalem",,2009,"A","04/14/2020 13:25"
2019,"NOCA","5/11/2019","WEBL","Sialia mexicana","Western Bluebird","Muscicapidae",1633,"Holmgren_Mandy","Rainbow Loop Trail",,1763,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","WESO","Megascops kennicottii","Western Screech-Owl","Strigidae",878,"Holmgren_Mandy","Stehekin",,1096,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","WETA","Piranga ludoviciana","Western Tanager","Fringillidae",2151,"Holmgren_Mandy","Newhalem",,1324,"A","04/14/2020 13:25"
2019,"NOCA","5/9/2019","WEWP","Contopus sordidulus","Western Wood-Pewee","Tyrannidae",1350,"Holmgren_Mandy","Lakeshore Trail",,1921,"A","04/14/2020 13:25"
2019,"NOCA","6/25/2019","WIFL","Empidonax traillii","Willow Flycatcher","Tyrannidae",1361,"Ray_Katelyn","Skagit",,1420,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","WIWA","Cardellina pusilla","Wilson’s Warbler","Fringillidae",2138,"Holmgren_Mandy","Newhalem",,2090,"A","04/14/2020 13:25"
2019,"NOCA","7/29/2019","WTPT","Lagopus leucura","White-tailed Ptarmigan","Phasianidae",158,"Holmgren_Mandy","Copper Ridge",,2330,"A","04/14/2020 13:25"
2019,"NOCA","5/10/2019","YEWA","Setophaga petechia","Yellow Warbler","Fringillidae",2101,"Holmgren_Mandy","Stehekin",,2066,"A","04/14/2020 13:25"
2019,"NOCA","5/7/2019","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Holmgren_Mandy","Newhalem",,1145,"A","04/14/2020 13:25"
2019,"OLYM","4/30/2019","AMCR","Corvus brachyrhynchos","American Crow","Corvidae",1458,"Holmgren_Mandy","Quinault",,3640,"A","04/14/2020 13:25"
2019,"OLYM","5/1/2019","AMDI","Cinclus mexicanus","American Dipper","Cinclidae",1584,"Holmgren_Mandy","Quinault",,2900,"A","04/14/2020 13:25"
2019,"OLYM","7/30/2019","AMKE","Falco sparverius","American Kestrel","Falconidae",1053,"Holmgren_Mandy","Skyline",,3489,"A","04/14/2020 13:25"
2019,"OLYM","5/1/2019","AMPI","Anthus rubescens","American Pipit","Passeridae",1757,"Holmgren_Mandy","Enchanted Valley",,3482,"A","04/14/2020 13:25"
2019,"OLYM","4/28/2019","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Holmgren_Mandy","Elwha",,3322,"A","04/14/2020 13:25"
2019,"OLYM","5/3/2019","ANHU","Calypte anna","Anna’s Hummingbird","Trochilidae",365,"Holmgren_Mandy","Ozette",,3275,"A","04/14/2020 13:25"
2019,"OLYM","6/4/2019","BADO","Strix varia","Barred Owl","Strigidae",908,"Hoeme_Nathan","Hoh",,2957,"A","04/14/2020 13:25"
2019,"OLYM","5/2/2019","BAEA","Haliaeetus leucocephalus","Bald Eagle","Accipitridae",839,"Holmgren_Mandy","Rialto",,3221,"A","04/14/2020 13:25"
2019,"OLYM","5/3/2019","BARS","Hirundo rustica","Barn Swallow","Hirundinidae",1495,"Holmgren_Mandy","Ozette",,2427,"A","04/14/2020 13:25"
2019,"OLYM","5/2/2019","BCCH","Poecile atricapillus","Black-capped Chickadee","Paridae",1502,"Holmgren_Mandy","Mora",,3616,"A","04/14/2020 13:25"
2019,"OLYM","5/2/2019","BEKI","Megaceryle alcyon","Belted Kingfisher","Cerylidae",956,"Holmgren_Mandy","James Pond",,3462,"A","04/14/2020 13:25"
2019,"OLYM","4/28/2019","BHCO","Molothrus ater","Brown-headed Cowbird","Fringillidae",2038,"Holmgren_Mandy","Elwha",,2705,"A","04/14/2020 13:25"
2019,"OLYM","5/6/2019","BHGR","Pheucticus melanocephalus","Black-headed Grosbeak","Fringillidae",2169,"Holmgren_Mandy","Peabody Creek Trail",,3663,"A","04/14/2020 13:25"
2019,"OLYM","5/2/2019","BLOY","Haematopus bachmani","Black Oystercatcher","Charadriidae",481,"Holmgren_Mandy","Cape Alava",,3389,"A","04/14/2020 13:25"
